senseval2.d000.s000.t000 art.n.02
semeval2013.d004.s004.t001 restriction.n.01
semeval2013.d004.s004.t002 acceptance.n.07
semeval2013.d004.s004.t003 money.n.01
semeval2013.d004.s004.t004 limit.n.01
semeval2013.d004.s004.t005 director.n.01
semeval2013.d004.s004.t006 bonus.n.02
semeval2013.d004.s004.t007 charge.n.03
semeval2013.d004.s005.t000 investor.n.01
semeval2013.d004.s005.t001 loan.n.01
semeval2013.d004.s006.t000 remainder.n.01
semeval2013.d004.s006.t001 sum.n.01
semeval2013.d004.s006.t002 pool.n.07
semeval2013.d004.s006.t003 sale.n.01
semeval2013.d004.s006.t004 business.n.01
semeval2013.d004.s006.t005 unit.n.02
semeval2013.d004.s007.t000 depository_financial_institution.n.01
semeval2013.d004.s008.t000 depository_financial_institution.n.01
semeval2013.d004.s008.t001 acme.n.01
semeval2013.d004.s008.t002 crisis.n.01
semeval2013.d004.s008.t003 investing.n.01
semeval2013.d004.s008.t004 depository_financial_institution.n.01
semeval2013.d004.s009.t000 cash.n.01
semeval2013.d004.s009.t001 indebtedness.n.01
semeval2013.d004.s009.t002 state.n.03
semeval2013.d004.s010.t000 thursday.n.01
semeval2013.d004.s010.t001 united_states.n.01
semeval2013.d004.s010.t002 depository_financial_institution.n.01
semeval2013.d004.s010.t003 capital.n.01
semeval2013.d004.s010.t004 addition.n.03
semeval2013.d004.s010.t005 mention.n.01
semeval2013.d004.s010.t006 set.n.05
semeval2013.d004.s011.t000 spokesman.n.01
semeval2013.d004.s012.t000 support.n.01
semeval2013.d004.s012.t001 june.n.01
semeval2013.d005.s000.t000 entreaty.n.01
semeval2013.d005.s001.t000 six.n.01
semeval2013.d005.s001.t001 court.n.02
semeval2013.d005.s001.t002 row.n.01
semeval2013.d005.s002.t000 report.n.03
semeval2013.d005.s002.t001 testimony.n.01
semeval2013.d005.s003.t000 end.n.05
semeval2013.d005.s003.t001 defense.n.07
semeval2013.d005.s003.t002 message.n.01
semeval2013.d005.s003.t003 trial.n.04
semeval2013.d005.s003.t004 rape.n.03
semeval2013.d005.s003.t005 child.n.01
semeval2013.d005.s003.t006 bed.n.01
semeval2013.d005.s003.t007 house.n.01
semeval2013.d005.s004.t000 thursday.n.01
semeval2013.d005.s004.t001 trial.n.04
semeval2013.d005.s004.t002 member.n.01
semeval2013.d005.s004.t003 family.n.01
semeval2013.d005.s004.t004 end.n.06
semeval2013.d005.s004.t005 judge.n.01
semeval2013.d005.s004.t006 imposition.n.01
semeval2013.d005.s004.t007 jury.n.01
semeval2013.d005.s005.t000 lawyer.n.01
semeval2013.d005.s005.t001 court.n.01
semeval2013.d005.s005.t002 filing.n.01
semeval2013.d005.s005.t003 appeal.n.03
semeval2013.d005.s005.t004 controversy.n.01
semeval2013.d005.s005.t005 court.n.01
semeval2013.d005.s005.t006 year.n.01
semeval2013.d005.s006.t000 coverage.n.03
semeval2013.d005.s006.t001 trial.n.04
semeval2013.d005.s006.t002 reporter.n.01
semeval2013.d005.s006.t003 use.n.01
semeval2013.d005.s006.t004 circus.n.03
semeval2013.d005.s006.t005 atmosphere.n.01
semeval2013.d005.s006.t006 detail.n.01
semeval2013.d005.s006.t007 jury.n.01
semeval2013.d005.s006.t008 mania.n.01
semeval2013.d005.s007.t000 claim.n.01
semeval2013.d005.s007.t001 appeal.n.03
semeval2013.d005.s007.t002 judge.n.01
semeval2013.d005.s007.t003 question.n.02
semeval2013.d005.s007.t004 court.n.02
semeval2013.d005.s007.t005 rule.n.01
semeval2013.d005.s008.t000 trial.n.04
semeval2013.d005.s008.t001 danger.n.01
semeval2013.d005.s008.t002 inclusion.n.04
semeval2013.d005.s008.t003 court.n.02
semeval2013.d005.s008.t004 person.n.01
semeval2013.d005.s008.t005 right.n.01
semeval2013.d005.s008.t006 defense_attorney.n.01
semeval2013.d005.s009.t000 trial_judge.n.01
semeval2013.d005.s009.t001 state.n.01
semeval2013.d005.s009.t002 superior_court.n.01
semeval2013.d005.s009.t003 claim.n.02
semeval2013.d005.s009.t004 opinion.n.05
semeval2013.d005.s009.t005 week.n.01
semeval2013.d005.s009.t006 journalism.n.01
semeval2013.d005.s009.t007 evidence.n.01
semeval2013.d005.s009.t008 jury.n.01
semeval2013.d005.s009.t009 passion.n.01
semeval2013.d005.s010.t000 last_word.n.02
semeval2013.d005.s010.t001 issue.n.01
semeval2013.d005.s011.t000 decade.n.01
semeval2013.d005.s011.t001 appellate_court.n.01
semeval2013.d005.s011.t002 coverage.n.03
semeval2013.d005.s011.t003 lawsuit.n.01
semeval2013.d005.s011.t004 question.n.01
semeval2013.d005.s011.t005 trial.n.04
semeval2013.d005.s011.t006 fairness.n.01
semeval2013.d005.s012.t000 opinion.n.05
semeval2013.d005.s012.t001 supreme_court.n.01
semeval2013.d005.s012.t002 conviction.n.02
semeval2013.d005.s012.t003 cleveland.n.01
semeval2013.d005.s012.t004 osteopath.n.01
semeval2013.d005.s012.t005 murder.n.01
semeval2013.d005.s012.t006 wife.n.01
semeval2013.d005.s012.t007 decision.n.02
semeval2013.d005.s012.t008 carnival.n.03
semeval2013.d005.s012.t009 atmosphere.n.01
semeval2013.d005.s012.t010 trial.n.04
semeval2013.d005.s012.t011 journalism.n.01
semeval2013.d005.s013.t000 crime.n.01
semeval2013.d005.s013.t001 inspiration.n.02
semeval2013.d005.s013.t002 television_program.n.01
semeval2013.d005.s013.t003 movie.n.01
semeval2013.d005.s014.t000 lawyer.n.01
semeval2013.d005.s014.t001 appellate_court.n.01
semeval2013.d005.s014.t002 conviction.n.02
semeval2013.d005.s014.t003 one-half.n.01
semeval2013.d005.s014.t004 century.n.01
semeval2013.d005.s014.t005 argument.n.01
semeval2013.d005.s014.t006 rule.n.01
semeval2013.d005.s014.t007 manner.n.01
semeval2013.d005.s014.t008 court.n.02
semeval2013.d005.s014.t009 time.n.03
semeval2013.d005.s014.t010 lawsuit.n.01
semeval2013.d005.s015.t000 reason.n.01
semeval2013.d005.s015.t001 concern.n.02
semeval2013.d005.s015.t002 impact.n.02
semeval2013.d005.s015.t003 trial.n.04
semeval2013.d005.s015.t004 professor.n.01
semeval2013.d005.s015.t005 connecticut.n.01
semeval2013.d005.s015.t006 execution.n.01
semeval2013.d005.s015.t007 report.n.01
semeval2013.d005.s016.t000 professor.n.01
semeval2013.d005.s016.t001 appeal.n.03
semeval2013.d005.s016.t002 judge.n.01
semeval2013.d005.s016.t003 idea.n.01
semeval2013.d005.s016.t004 communication.n.01
semeval2013.d005.s016.t005 court.n.02
semeval2013.d005.s016.t006 test.n.05
semeval2013.d005.s017.t000 issue.n.01
semeval2013.d005.s017.t001 lawyer.n.01
semeval2013.d005.s017.t002 year.n.01
semeval2013.d005.s017.t003 execution.n.01
semeval2013.d005.s018.t000 defense_attorney.n.01
semeval2013.d005.s018.t001 example.n.01
semeval2013.d005.s018.t002 judge.n.01
semeval2013.d005.s018.t003 juror.n.01
semeval2013.d005.s018.t004 reaction.n.02
semeval2013.d005.s018.t005 photograph.n.01
semeval2013.d005.s019.t000 juror.n.01
semeval2013.d005.s019.t001 photograph.n.01
semeval2013.d005.s019.t002 victim.n.02
semeval2013.d005.s019.t003 daughter.n.01
semeval2013.d005.s020.t000 defense_attorney.n.01
semeval2013.d005.s020.t001 execution.n.01
semeval2013.d005.s020.t002 judge.n.01
semeval2013.d005.s020.t003 juror.n.01
semeval2013.d005.s020.t004 prosecutor.n.01
semeval2013.d005.s020.t005 pressure.n.02
semeval2013.d005.s020.t006 verdict.n.01
semeval2013.d005.s020.t007 decision.n.01
semeval2013.d005.s020.t008 jury.n.01
semeval2013.d005.s020.t009 weekend.n.01
semeval2013.d005.s021.t000 juror.n.01
semeval2013.d005.s022.t000 argument.n.01
semeval2013.d005.s022.t001 consequence.n.01
semeval2013.d005.s022.t002 coverage.n.03
semeval2013.d005.s022.t003 test.n.05
semeval2013.d005.s022.t004 interest.n.01
semeval2013.d005.s023.t000 challenge.n.02
semeval2013.d005.s023.t001 verdict.n.01
semeval2013.d005.s023.t002 calendar_month.n.01
semeval2013.d005.s023.t003 lawsuit.n.01
semeval2013.d005.s023.t004 news.n.02
semeval2013.d005.s023.t005 connecticut.n.01
semeval2013.d005.s023.t006 election.n.01
semeval2013.d005.s023.t007 political_campaign.n.01
semeval2013.d005.s023.t008 campaigner.n.01
semeval2013.d005.s023.t009 united_states_senate.n.01
semeval2013.d005.s024.t000 journalism.n.01
semeval2013.d005.s024.t001 emotion.n.01
semeval2013.d005.s024.t002 case.n.08
semeval2013.d005.s025.t000 crush.n.02
semeval2013.d005.s025.t001 camera.n.01
semeval2013.d005.s025.t002 reporter.n.01
semeval2013.d005.s025.t003 courthouse.n.01
semeval2013.d005.s025.t004 lawyer.n.01
semeval2013.d005.s025.t005 new_haven.n.01
semeval2013.d005.s026.t000 focus.n.01
semeval2013.d005.s026.t001 coverage.n.03
semeval2013.d005.s027.t000 interview.n.01
semeval2013.d005.s027.t001 journalist.n.01
semeval2013.d005.s027.t002 claim.n.02
semeval2013.d005.s027.t003 news.n.02
semeval2013.d005.s027.t004 report.n.03
semeval2013.d005.s027.t005 position.n.03
semeval2013.d005.s027.t006 court.n.01
semeval2013.d005.s027.t007 policy.n.01
semeval2013.d005.s027.t008 coverage.n.03
semeval2013.d005.s027.t009 trial.n.04
semeval2013.d005.s028.t000 lawyer.n.01
semeval2013.d005.s028.t001 appellate_court.n.01
semeval2013.d005.s028.t002 argument.n.01
semeval2013.d005.s028.t003 change.n.03
semeval2013.d005.s028.t004 adaptation.n.02
semeval2013.d005.s028.t005 court.n.01
semeval2013.d005.s029.t000 lawyer.n.01
semeval2013.d005.s029.t001 claim.n.02
semeval2013.d005.s030.t000 filing.n.01
semeval2013.d005.s030.t001 supreme_court.n.01
semeval2013.d005.s030.t002 decision.n.02
semeval2013.d005.s030.t003 conviction.n.02
semeval2013.d005.s030.t004 trial.n.04
semeval2013.d005.s030.t005 coverage.n.03
semeval2013.d005.s030.t006 rule.n.03
semeval2013.d005.s031.t000 lawsuit.n.01
semeval2013.d005.s031.t001 century.n.01
semeval2013.d006.s000.t000 sport.n.01
semeval2013.d006.s000.t001 fraud.n.01
semeval2013.d006.s000.t002 law.n.02
semeval2013.d006.s001.t000 trick.n.01
semeval2013.d006.s001.t001 wit.n.01
semeval2013.d006.s001.t002 will.n.02
semeval2013.d006.s001.t003 sanction.n.01
semeval2013.d006.s002.t000 ejection.n.02
semeval2013.d006.s002.t001 player.n.01
semeval2013.d006.s002.t002 game.n.01
semeval2013.d006.s002.t003 ink.n.01
semeval2013.d006.s002.t004 behavior.n.01
semeval2013.d006.s002.t005 player.n.01
semeval2013.d006.s003.t000 minute.n.01
semeval2013.d006.s003.t001 end.n.03
semeval2013.d006.s003.t002 game.n.01
semeval2013.d006.s003.t003 team.n.01
semeval2013.d006.s003.t004 player.n.01
semeval2013.d006.s003.t005 time.n.01
semeval2013.d006.s003.t006 referee.n.01
semeval2013.d006.s003.t007 card.n.02
semeval2013.d006.s004.t000 manner.n.01
semeval2013.d006.s004.t001 leader.n.01
semeval2013.d006.s004.t002 group.n.01
semeval2013.d006.s004.t003 player.n.01
semeval2013.d006.s004.t004 sanction.n.01
semeval2013.d006.s004.t005 game.n.01
semeval2013.d006.s004.t006 league.n.01
semeval2013.d006.s004.t007 card.n.02
semeval2013.d006.s004.t008 phase.n.01
semeval2013.d006.s005.t000 committee.n.01
semeval2013.d006.s005.t001 discipline.n.02
semeval2013.d006.s005.t002 game.n.01
semeval2013.d006.s005.t003 trainer.n.01
semeval2013.d006.s005.t004 team.n.01
semeval2013.d006.s005.t005 sum.n.01
semeval2013.d006.s005.t006 player.n.01
semeval2013.d006.s006.t000 aggravation.n.02
semeval2013.d006.s006.t001 card.n.02
semeval2013.d006.s006.t002 circumstance.n.01
semeval2013.d006.s006.t003 practice.n.01
semeval2013.d006.s006.t004 world.n.02
semeval2013.d006.s006.t005 football.n.01
semeval2013.d006.s007.t000 ethos.n.01
semeval2013.d006.s007.t001 rule.n.01
semeval2013.d006.s007.t002 sport.n.02
semeval2013.d006.s008.t000 part.n.01
semeval2013.d006.s008.t001 argument.n.03
semeval2013.d006.s008.t002 event.n.02
semeval2013.d006.s008.t003 fact.n.01
semeval2013.d006.s008.t004 team.n.01
semeval2013.d006.s008.t005 organization.n.01
semeval2013.d006.s008.t006 hymn.n.01
semeval2013.d006.s008.t007 nobility.n.03
semeval2013.d006.s008.t008 honor.n.03
semeval2013.d006.s008.t009 player.n.01
semeval2013.d006.s008.t010 act.n.02
semeval2013.d006.s008.t011 dramatization.n.02
semeval2013.d006.s008.t012 history.n.02
semeval2013.d006.s008.t013 technician.n.02
semeval2013.d006.s009.t000 argument.n.03
semeval2013.d006.s009.t001 type.n.01
semeval2013.d006.s009.t002 behavior.n.01
semeval2013.d006.s009.t003 principle.n.03
semeval2013.d006.s009.t004 sport.n.02
semeval2013.d006.s009.t005 action.n.01
semeval2013.d006.s009.t006 fraud.n.01
semeval2013.d006.s009.t007 action.n.01
semeval2013.d006.s009.t008 sport.n.02
semeval2013.d006.s009.t009 regulation.n.01
semeval2013.d006.s009.t010 common_sense.n.01
semeval2013.d006.s010.t000 topic.n.02
semeval2013.d006.s010.t001 type.n.01
semeval2013.d006.s010.t002 damage.n.01
semeval2013.d006.s010.t003 spirit.n.02
semeval2013.d006.s011.t000 advantage.n.01
semeval2013.d006.s011.t001 sport.n.02
semeval2013.d006.s011.t002 spirit.n.02
semeval2013.d006.s011.t003 integrity.n.01
semeval2013.d006.s011.t004 player.n.01
semeval2013.d006.s011.t005 aspect.n.01
semeval2013.d006.s011.t006 action.n.01
semeval2013.d006.s011.t007 danger.n.01
semeval2013.d006.s011.t008 game.n.01
semeval2013.d006.s012.t000 advantage.n.01
semeval2013.d006.s012.t001 team.n.01
semeval2013.d006.s012.t002 violator.n.01
semeval2013.d006.s012.t003 player.n.01
semeval2013.d006.s012.t004 advantage.n.01
semeval2013.d006.s012.t005 team.n.01
semeval2013.d006.s013.t000 thing.n.09
semeval2013.d006.s013.t001 action.n.01
semeval2013.d006.s013.t002 player.n.01
semeval2013.d006.s013.t003 constructive_fraud.n.01
semeval2013.d006.s013.t004 misdemeanor.n.01
semeval2013.d006.s013.t005 rule.n.01
semeval2013.d006.s013.t006 sanction.n.01
semeval2013.d006.s013.t007 action.n.01
semeval2013.d006.s013.t008 punishment.n.01
semeval2013.d006.s013.t009 referee.n.01
semeval2013.d006.s014.t000 sanction.n.01
semeval2013.d006.s014.t001 complaint.n.03
semeval2013.d006.s015.t000 question.n.02
semeval2013.d006.s015.t001 type.n.01
semeval2013.d006.s015.t002 advantage.n.01
semeval2013.d006.s015.t003 violator.n.01
semeval2013.d006.s015.t004 action.n.01
semeval2013.d006.s016.t000 situation.n.01
semeval2013.d006.s016.t001 rival.n.01
semeval2013.d006.s016.t002 benefit.n.02
semeval2013.d006.s016.t003 game.n.01
semeval2013.d006.s016.t004 consequence.n.01
semeval2013.d006.s016.t005 action.n.01
semeval2013.d006.s016.t006 team.n.01
semeval2013.d006.s016.t007 player.n.01
semeval2013.d006.s017.t000 scheme.n.01
semeval2013.d006.s017.t001 game.n.01
semeval2013.d006.s017.t002 baseball_club.n.01
semeval2013.d006.s017.t003 player.n.01
semeval2013.d006.s018.t000 advantage.n.01
semeval2013.d006.s018.t001 fact.n.01
semeval2013.d006.s018.t002 player.n.01
semeval2013.d006.s018.t003 phase.n.01
semeval2013.d006.s018.t004 championship.n.02
semeval2013.d006.s018.t005 card.n.02
semeval2013.d006.s018.t006 engagement.n.07
semeval2013.d006.s018.t007 game.n.01
semeval2013.d006.s019.t000 term.n.02
semeval2013.d006.s019.t001 advantage.n.01
semeval2013.d006.s019.t002 degree.n.02
semeval2013.d006.s019.t003 indefiniteness.n.01
semeval2013.d006.s019.t004 team.n.01
semeval2013.d006.s019.t005 change.n.03
semeval2013.d006.s019.t006 addition.n.02
semeval2013.d006.s019.t007 action.n.01
semeval2013.d006.s019.t008 player.n.01
semeval2013.d006.s019.t009 sanction.n.01
semeval2013.d006.s019.t010 game.n.01
semeval2013.d006.s019.t011 cycle.n.03
semeval2013.d006.s019.t012 card.n.01
semeval2013.d006.s019.t013 abeyance.n.01
semeval2013.d006.s019.t014 card.n.01
semeval2013.d006.s019.t015 accumulation.n.03
semeval2013.d006.s019.t016 place.n.06
semeval2013.d006.s019.t017 cycle.n.03
semeval2013.d006.s020.t000 round.n.01
semeval2013.d006.s020.t001 advantage.n.01
semeval2013.d006.s021.t000 action.n.01
semeval2013.d006.s021.t001 spirit.n.02
semeval2013.d006.s021.t002 part.n.01
semeval2013.d006.s021.t003 decision.n.01
semeval2013.d006.s021.t004 advantage.n.01
semeval2013.d006.s021.t005 rule.n.01
semeval2013.d006.s022.t000 premise.n.01
semeval2013.d006.s022.t001 player.n.01
semeval2013.d006.s022.t002 application.n.01
semeval2013.d006.s022.t003 sanction.n.01
semeval2013.d006.s022.t004 event.n.02
semeval2013.d006.s022.t005 constructive_fraud.n.01
semeval2013.d006.s023.t000 decision.n.01
semeval2013.d006.s023.t001 punishment.n.01
semeval2013.d006.s024.t000 margin.n.01
semeval2013.d006.s024.t001 wit.n.01
semeval2013.d006.s024.t002 law.n.01
semeval2013.d006.s024.t003 fraud.n.01
semeval2013.d006.s024.t004 juncture.n.01
semeval2013.d006.s024.t005 case.n.01
semeval2013.d006.s024.t006 wit.n.01
semeval2013.d006.s025.t000 controversy.n.01
semeval2013.d006.s025.t001 factor.n.01
semeval2013.d006.s025.t002 ejection.n.02
semeval2013.d006.s025.t003 manner.n.01
semeval2013.d006.s025.t004 transmission.n.01
semeval2013.d006.s025.t005 directive.n.01
semeval2013.d006.s026.t000 damage.n.01
semeval2013.d006.s026.t001 principle.n.03
semeval2013.d006.s026.t002 sport.n.02
semeval2013.d006.s026.t003 action.n.01
semeval2013.d007.s000.t000 microbe.n.01
semeval2013.d007.s000.t001 possibility.n.01
semeval2013.d007.s000.t002 type.n.01
semeval2013.d007.s001.t000 discovery.n.01
semeval2013.d007.s001.t001 bacteria.n.01
semeval2013.d007.s001.t002 arsenic.n.01
semeval2013.d007.s001.t003 food.n.01
semeval2013.d007.s001.t004 scope.n.01
semeval2013.d007.s001.t005 kind.n.01
semeval2013.d007.s002.t000 research_worker.n.01
semeval2013.d007.s002.t001 bacteria.n.01
semeval2013.d007.s002.t002 earth.n.01
semeval2013.d007.s002.t003 life.n.02
semeval2013.d007.s002.t004 possibility.n.01
semeval2013.d007.s002.t005 component.n.01
semeval2013.d007.s003.t000 organism.n.01
semeval2013.d007.s003.t001 capability.n.01
semeval2013.d007.s004.t000 phosphorus.n.01
semeval2013.d007.s004.t001 arsenic.n.01
semeval2013.d007.s005.t000 kind.n.01
semeval2013.d007.s005.t001 animation.n.01
semeval2013.d007.s005.t002 report.n.01
semeval2013.d007.s005.t003 thursday.n.01
semeval2013.d007.s005.t004 edition.n.01
semeval2013.d007.s005.t005 journal.n.02
semeval2013.d007.s006.t000 chemical_element.n.01
semeval2013.d007.s006.t001 life.n.10
semeval2013.d007.s006.t002 carbon.n.01
semeval2013.d007.s006.t003 hydrogen.n.01
semeval2013.d007.s006.t004 nitrogen.n.01
semeval2013.d007.s006.t005 oxygen.n.01
semeval2013.d007.s006.t006 phosphorus.n.01
semeval2013.d007.s006.t007 sulfur.n.01
semeval2013.d007.s007.t000 research_worker.n.01
semeval2013.d007.s007.t001 bacteria.n.01
semeval2013.d007.s007.t002 california.n.01
semeval2013.d007.s007.t003 arsenic.n.01
semeval2013.d007.s007.t004 phosphorus.n.01
semeval2013.d007.s008.t000 report.n.01
semeval2013.d007.s009.t000 discovery.n.01
semeval2013.d007.s009.t001 search.n.01
semeval2013.d007.s009.t002 life.n.10
semeval2013.d007.s009.t003 earth.n.01
semeval2013.d007.s009.t004 research_worker.n.01
semeval2013.d007.s009.t005 life.n.11
semeval2013.d007.s009.t006 life.n.02
semeval2013.d007.s010.t000 survey.n.01
semeval2013.d007.s010.t001 microbe.n.01
semeval2013.d007.s010.t002 earth.n.01
semeval2013.d007.s011.t000 announcement.n.01
semeval2013.d007.s011.t001 press_conference.n.01
semeval2013.d007.s011.t002 detail.n.01
semeval2013.d007.s011.t003 discovery.n.01
semeval2013.d007.s011.t004 speculation.n.02
semeval2013.d007.s011.t005 internet.n.01
semeval2013.d007.s011.t006 report.n.01
semeval2013.d007.s011.t007 discovery.n.01
semeval2013.d007.s013.t000 discovery.n.01
semeval2013.d007.s013.t001 environment.n.01
semeval2013.d007.s013.t002 organism.n.01
semeval2013.d007.s013.t003 chemical_element.n.01
semeval2013.d007.s013.t004 biochemistry.n.01
semeval2013.d007.s013.t005 set.n.01
semeval2013.d007.s013.t006 component.n.01
semeval2013.d007.s013.t007 animation.n.01
semeval2013.d007.s013.t008 professor.n.01
semeval2013.d007.s013.t009 outer_space.n.01
semeval2013.d007.s013.t010 science.n.01
semeval2013.d007.s013.t011 open_university.n.01
semeval2013.d007.s013.t012 united_kingdom.n.01
semeval2013.d007.s014.t000 part.n.01
semeval2013.d007.s014.t001 research.n.01
semeval2013.d007.s014.t002 team.n.01
semeval2013.d007.s015.t000 work.n.02
semeval2013.d007.s015.t001 substitution.n.01
semeval2013.d007.s015.t002 component.n.03
semeval2013.d007.s015.t003 biochemistry.n.01
semeval2013.d007.s015.t004 structure.n.02
semeval2013.d007.s016.t000 discovery.n.01
semeval2013.d007.s017.t000 national_aeronautics_and_space_administration.n.01
semeval2013.d007.s017.t001 exobiology.n.01
semeval2013.d007.s017.t002 institute.n.01
semeval2013.d007.s017.t003 survey.n.01
semeval2013.d007.s017.t004 arsenic.n.01
semeval2013.d007.s017.t005 degree.n.01
semeval2013.d007.s018.t000 arsenic.n.01
semeval2013.d007.s018.t001 phosphorus.n.01
semeval2013.d007.s018.t002 microbe.n.01
semeval2013.d007.s019.t000 arsenic.n.01
semeval2013.d007.s019.t001 chemical.n.01
semeval2013.d007.s019.t002 demeanor.n.01
semeval2013.d007.s019.t003 phosphorus.n.01
semeval2013.d007.s020.t000 consequence.n.01
semeval2013.d007.s020.t001 organism.n.01
semeval2013.d007.s020.t002 hard_time.n.01
semeval2013.d007.s020.t003 component.n.01
semeval2013.d007.s021.t000 arsenic.n.01
semeval2013.d007.s021.t001 phosphorus.n.01
semeval2013.d007.s021.t002 machinery.n.01
semeval2013.d007.s022.t000 research_worker.n.01
semeval2013.d007.s022.t001 bacteria.n.01
semeval2013.d007.s022.t002 concentration.n.01
semeval2013.d007.s022.t003 arsenic.n.01
semeval2013.d007.s023.t000 microbe.n.01
semeval2013.d007.s023.t001 phosphorus.n.01
semeval2013.d007.s023.t002 arsenic.n.01
semeval2013.d007.s023.t003 hypothesis.n.02
semeval2013.d007.s023.t004 life_form.n.01
semeval2013.d007.s023.t005 arsenic.n.01
semeval2013.d007.s023.t006 earth.n.01
semeval2013.d007.s023.t007 planet.n.01
semeval2013.d007.s023.t008 moon.n.01
semeval2013.d007.s023.t009 arsenic.n.01
semeval2013.d007.s024.t000 assistant_professor.n.01
semeval2013.d007.s024.t001 microbiology.n.01
semeval2013.d007.s024.t002 idea.n.01
semeval2013.d007.s024.t003 arsenic.n.01
semeval2013.d007.s024.t004 phosphorus.n.01
semeval2013.d007.s024.t005 example.n.01
semeval2013.d007.s025.t000 arsenic.n.01
semeval2013.d007.s025.t001 time.n.03
semeval2013.d007.s025.t002 earth.n.01
semeval2013.d007.s025.t003 research_worker.n.01
semeval2013.d007.s025.t004 life_form.n.01
semeval2013.d007.s026.t000 means.n.01
semeval2013.d007.s026.t001 life.n.11
semeval2013.d007.s026.t002 life.n.02
semeval2013.d007.s026.t003 earth.n.01
semeval2013.d007.s026.t004 part.n.01
semeval2013.d007.s026.t005 research.n.01
semeval2013.d007.s026.t006 team.n.01
semeval2013.d007.s027.t000 research.n.01
semeval2013.d007.s027.t001 national_aeronautics_and_space_administration.n.01
semeval2013.d007.s027.t002 department_of_energy.n.01
semeval2013.d007.s027.t003 national_institutes_of_health.n.01
semeval2013.d008.s000.t000 routine.n.01
semeval2013.d008.s001.t000 support.n.01
semeval2013.d008.s001.t001 democracy.n.02
semeval2013.d008.s001.t002 latin_america.n.01
semeval2013.d008.s001.t003 backing.n.01
semeval2013.d008.s001.t004 market_economy.n.01
semeval2013.d008.s002.t000 crime.n.01
semeval2013.d008.s002.t001 concern.n.04
semeval2013.d008.s002.t002 unemployment.n.01
semeval2013.d008.s003.t000 brazil.n.01
semeval2013.d008.s003.t001 united_states.n.01
semeval2013.d008.s003.t002 region.n.01
semeval2013.d008.s004.t000 determination.n.01
semeval2013.d008.s004.t001 poll.n.01
semeval2013.d008.s004.t002 state.n.04
semeval2013.d008.s005.t000 poll.n.01
semeval2013.d008.s005.t001 change.n.02
semeval2013.d008.s005.t002 attitude.n.01
semeval2013.d008.s005.t003 region.n.01
semeval2013.d008.s006.t000 thing.n.09
semeval2013.d008.s006.t001 result.n.03
semeval2013.d008.s006.t002 year.n.01
semeval2013.d008.s006.t003 poll.n.01
semeval2013.d008.s006.t004 october.n.01
semeval2013.d008.s007.t000 latin_america.n.01
semeval2013.d008.s007.t001 temper.n.02
semeval2013.d008.s008.t000 second.n.05
semeval2013.d008.s008.t001 stability.n.01
semeval2013.d008.s008.t002 attitude.n.01
semeval2013.d008.s008.t003 democracy.n.01
semeval2013.d008.s008.t004 institution.n.01
semeval2013.d008.s009.t000 support.n.01
semeval2013.d008.s009.t001 democracy.n.01
semeval2013.d008.s009.t002 state.n.04
semeval2013.d008.s009.t003 south_america.n.01
semeval2013.d008.s009.t004 table.n.01
semeval2013.d008.s010.t000 example.n.01
semeval2013.d008.s010.t001 peru.n.01
semeval2013.d008.s010.t002 economic_growth.n.01
semeval2013.d008.s010.t003 year.n.01
semeval2013.d008.s010.t004 support.n.01
semeval2013.d008.s010.t005 democracy.n.01
semeval2013.d008.s010.t006 low.n.03
semeval2013.d008.s010.t007 year.n.01
semeval2013.d008.s011.t000 mexico.n.01
semeval2013.d008.s011.t001 economy.n.01
semeval2013.d008.s011.t002 drop.n.03
semeval2013.d008.s011.t003 output.n.02
semeval2013.d008.s011.t004 year.n.01
semeval2013.d008.s012.t000 one-half.n.01
semeval2013.d008.s012.t001 respondent.n.02
semeval2013.d008.s012.t002 mexico.n.01
semeval2013.d008.s012.t003 brazil.n.01
semeval2013.d008.s012.t004 region.n.01
semeval2013.d008.s012.t005 state.n.04
semeval2013.d008.s012.t006 democrat.n.01
semeval2013.d008.s012.t007 average.n.01
semeval2013.d008.s012.t008 chart.n.01
semeval2013.d008.s013.t000 respondent.n.02
semeval2013.d008.s013.t001 region.n.01
semeval2013.d008.s013.t002 state.n.04
semeval2013.d008.s013.t003 democracy.n.02
semeval2013.d008.s013.t004 practice.n.03
semeval2013.d008.s013.t005 digit.n.01
semeval2013.d008.s013.t006 year.n.01
semeval2013.d008.s013.t007 increase.n.04
semeval2013.d008.s013.t008 chart.n.01
semeval2013.d008.s014.t000 confidence.n.03
semeval2013.d008.s014.t001 state.n.04
semeval2013.d008.s014.t002 congress.n.01
semeval2013.d008.s014.t003 government.n.01
semeval2013.d008.s014.t004 year.n.01
semeval2013.d008.s014.t005 case.n.01
semeval2013.d008.s015.t000 decade.n.01
semeval2013.d008.s015.t001 suffering.n.02
semeval2013.d008.s015.t002 latin_america.n.01
semeval2013.d008.s015.t003 support.n.01
semeval2013.d008.s015.t004 democracy.n.01
semeval2013.d008.s016.t000 earth.n.01
semeval2013.d008.s016.t001 state.n.04
semeval2013.d008.s016.t002 recession.n.01
semeval2013.d008.s016.t003 recovery.n.01
semeval2013.d008.s017.t000 addition.n.01
semeval2013.d008.s017.t001 safety_net.n.01
semeval2013.d008.s018.t000 united_nations.n.01
